full_name,url,stars,forks,language,domain,what_it_extracts,created,last_activity,current_mechanism,hand_rolled,volume_signals
until-it-breaks/PdfDataExtraction,https://github.com/until-it-breaks/PdfDataExtraction,1,0,Python,general,A Python-based solution to extract structured data from complex PDF reports using LLMs like Gemini 2 Flash or local models via Ollama.,2025-03-02,2025-08-15,none shown,yes,batch;pdf;ocr_vision
abdalrahmenyousifMohamed/LLM-QA-Tabuler-Data,https://github.com/abdalrahmenyousifMohamed/LLM-QA-Tabuler-Data,1,0,Jupyter Notebook,general,Integrate Tapas LLM for tabular QA. Convert PDFs to speech. Effortlessly interact with structured data using natural language.,2024-06-08,2024-06-21,none shown,yes,eval
mlev25/PDF-Extractor,https://github.com/mlev25/PDF-Extractor,1,0,JavaScript,general,"PDF Nutrient Extractor based on OCR and LLM analysis. (Node.js backend, React frontend, utilizing Gemini for structured data extraction from food labels.)",2025-10-20,2025-11-22,none shown,yes,pdf;ocr_vision
Nihal108-bi/Image-Text-Extraction-and-Quality-Reasoning,https://github.com/Nihal108-bi/Image-Text-Extraction-and-Quality-Reasoning,1,0,Jupyter Notebook,general,An end-to-end OCR + classical computer vision + LLM pipeline for explainable image quality assessment with structured JSON output.,2026-01-17,2026-01-22,none shown,yes,batch;pdf;ocr_vision;eval
arshad234567/GenerativeAI_Textextracter_application,https://github.com/arshad234567/GenerativeAI_Textextracter_application,1,0,Python,general,This application leverages Generative AI and Large Language Models (LLMs) to automatically extract structured information from unstructured text and represent it in JSON format.,2026-01-09,2026-04-24,none shown,yes,
lan-ensad/Environmental_Product_Declarations,https://github.com/lan-ensad/Environmental_Product_Declarations,1,0,Python,general,"Tool to scrap pdf of Environmental Product Declarations, OCR to transform in raw text and extract informations with LLM on json format.",2025-06-08,2025-06-18,none shown,yes,pdf;ocr_vision;web_scrape;eval
proteus2015/llm-on-structured-unstructured-data,https://github.com/proteus2015/llm-on-structured-unstructured-data,1,1,Python,general,Provide a context-aware Large Language Model (LLM) end-to-end solutions with Retrieval Augmented Generation (RAG) on data health and analysis to unstructured data and structured data,2024-11-30,2025-02-15,none shown,yes,pdf;eval
A-TomMarvoloRiddle/RAG-LLM-using-AI-Pipeline-with-streamlit-interface,https://github.com/A-TomMarvoloRiddle/RAG-LLM-using-AI-Pipeline-with-streamlit-interface,1,0,Python,general,RAG & LLM with Pathway to Process your Financial Reports and Tables from both structured data (tables) & unstructured data (text/images) with Claude Sonet 3.5 using Google Drive Connector of Pathway u,2025-01-26,2025-04-04,none shown,yes,batch;ocr_vision
Faisal-B-Ashraf/ExtractAI,https://github.com/Faisal-B-Ashraf/ExtractAI,1,0,Python,general,"ExtractAI is a modular document processing pipeline designed to extract structured data from unstructured text in PDFs. It supports custom task definitions, dynamic database schema updates, and token ",2025-01-12,2025-01-20,none shown,yes,pdf
BhavyaParashar-codes/NCERT_prompt,https://github.com/BhavyaParashar-codes/NCERT_prompt,1,0,Jupyter Notebook,general,This project uses Python and OpenAI (DeepSeek) to extract structured content from NCERT PDFs. It converts extracted data into JSON and Excel formats. A dynamic prompt then generates a custom day-wise ,2025-07-28,2026-01-06,none shown,yes,pdf
akashghodake2602/Advanced-PDF-Based-Chatbot-using-LLM-RAG-and-LangChain-project,https://github.com/akashghodake2602/Advanced-PDF-Based-Chatbot-using-LLM-RAG-and-LangChain-project,1,0,Python,general,"This project converts unstructured PDF data (reports, articles, manuals) into a structured format for semantic search. It involves PDF parsing using PyPDFLoader, text chunking, embedding generation vi",2025-04-16,2025-09-28,none shown,yes,pdf
ronkvadher/smart-document-extraction,https://github.com/ronkvadher/smart-document-extraction,1,0,Python,general,AI-Powered pipeline that converts complex unstructured PDFs into structured Excel data with original context retention using Gemini LLM.,2025-11-20,2025-11-24,none shown,yes,pdf
ilyanozary/LLM-PaperTranslator,https://github.com/ilyanozary/LLM-PaperTranslator,1,0,Python,general,"End-to-end pipeline for PDF paper translation using LLM APIs. From text extraction to structured, high-quality translated output.",2025-10-25,2025-11-27,none shown,yes,batch;pdf;ocr_vision;eval
Black-Lotus-2026/DATACON_2026,https://github.com/Black-Lotus-2026/DATACON_2026,1,1,Python,general,"2nd place DataCon'26 ChemX solution: multi-agent web and CLI pipeline for extracting structured chemical data from scientific PDFs, with OCR/OCSR, LLM extraction, metrics, and Docker deploy.",2026-06-26,2026-07-07,none shown,yes,batch;pdf;ocr_vision;web_scrape;eval
DivyanshuTejwani/End-to-End-RAG-Pipeline-for-Intelligent-Document-Analysis,https://github.com/DivyanshuTejwani/End-to-End-RAG-Pipeline-for-Intelligent-Document-Analysis,1,0,Jupyter Notebook,general,"An End-to-End RAG pipeline that combines document parsing, OCR, Vision-Language Models (VLMs), semantic chunking, contextual metadata generation, vector embeddings, semantic retrieval, and Large Langu",2026-07-23,2026-07-23,none shown,yes,pdf;ocr_vision
Vivek48Shah/AgenticFinanceAnalyzer,https://github.com/Vivek48Shah/AgenticFinanceAnalyzer,1,0,Python,general,"An LLM-powered, agentic research assistant that analyzes financial queries using real-time web search, content extraction, summarization, and structured report generation — built with LangGraph, OpenA",2025-04-10,2025-05-12,none shown,yes,eval
nidea1/url-to-training-data,https://github.com/nidea1/url-to-training-data,1,0,Python,general,"A modular Python pipeline for converting web content into structured training data. Scrapes websites, intelligently chunks text, and generates dialogue-based datasets using LLM APIs.",2025-10-18,2026-04-19,none shown,yes,batch;web_scrape
amaruki/llm-prettier,https://github.com/amaruki/llm-prettier,1,0,HTML,general,"A zero-dependency CLI tool to prettify JSON into a beautiful, interactive, and searchable HTML viewer. Built to easily parse embedded LLM payloads.",2026-03-06,2026-03-31,none shown,yes,
LeelaissakAttota/Restaurant-Data-Management,https://github.com/LeelaissakAttota/Restaurant-Data-Management,0,0,Python,general,"LLM-powered restaurant CRUD — IBM Granite 3 8B extracts structured JSON from text paragraphs with auto-repair loop, CLI menu, auto-backup & unittest coverage with mocked inputs",2026-04-25,2026-07-23,prompt_and_parse,yes,
Lyutenant/text-gleaner,https://github.com/Lyutenant/text-gleaner,0,0,Python,general,Extract structured data from plain-text documents using LLM,2026-04-04,2026-05-15,tool_calling,yes,pdf;ocr_vision
bazzazy14/multimodal-document-intelligence,https://github.com/bazzazy14/multimodal-document-intelligence,0,0,Jupyter Notebook,general,"Multimodal LLM pipeline for extracting, validating, and analyzing structured data from expense documents.",2026-08-07,2026-08-07,none shown,yes,ocr_vision;eval
morteza-mogharrab/llm-document-intelligence,https://github.com/morteza-mogharrab/llm-document-intelligence,0,0,Python,general,"Production-grade LLM Document Intelligence Pipeline for automated data extraction and classification from structured datasets (CSV/Excel). Supports multiple backends (OpenAI GPT-4, Anthropic Claude 4 ",2025-12-24,2025-12-24,none shown,yes,batch;eval
sohaggain/ai-document-intelligence,https://github.com/sohaggain/ai-document-intelligence,0,0,Python,general,"OCR + LLM structured extraction pipeline for PDFs/images, with PostgreSQL persistence. FastAPI, Claude, Tesseract, Docker.",2026-08-06,2026-08-06,none shown,yes,batch;pdf;ocr_vision;eval
JimmyBastos/n8n-ai-data-extraction-workflow,https://github.com/JimmyBastos/n8n-ai-data-extraction-workflow,0,0,,general,An n8n workflow that automatically extracts structured data from from text using LLM-powered extraction,2026-01-20,2026-01-22,none shown,yes,batch
mansimengde17/Multi-Modal-Document-Processor-with-OCR-LLM-Extraction-and-Validation,https://github.com/mansimengde17/Multi-Modal-Document-Processor-with-OCR-LLM-Extraction-and-Validation,0,0,Python,general,"An end-to-end document processing pipeline that accepts any document format (PDF, image, scan), performs OCR to extract raw text, uses LLMs to extract structured data from the text, and validates ever",2026-07-05,2026-07-05,none shown,yes,pdf;ocr_vision;eval
MoustafaMohammedd/Kasban_Churn_Prediction_with_LLM-XGBoost,https://github.com/MoustafaMohammedd/Kasban_Churn_Prediction_with_LLM-XGBoost,0,0,Python,general,"This project uses a Large Language Model (LLM) to extract structured customer features from free-form text. These features feed into an XGBoost model to predict customer churn, simplifying data input ",2025-10-06,2025-10-06,none shown,yes,eval
sadmanhsakib/llm-structured-scraper,https://github.com/sadmanhsakib/llm-structured-scraper,0,0,Python,general,"A selector-free web extraction pipeline that uses LLMs and Pydantic to turn unstructured webpages into reliable, structured JSON.",2026-03-18,2026-07-13,none shown,yes,batch;web_scrape;eval
draghitaanamaria/Document-Extractor-To-Json,https://github.com/draghitaanamaria/Document-Extractor-To-Json,0,0,Python,general,Extract structured JSON from documents using Azure Document Intelligence and Azure OpenAI,2026-07-07,2026-07-07,none shown,yes,pdf;ocr_vision
r4huls1nha/PDFJSONExtraction,https://github.com/r4huls1nha/PDFJSONExtraction,0,0,Python,general,"Extracting JSON-based docs from pdfs. Converting unstructured to structured data, leveraging OPENAI. ",2023-10-30,2025-10-03,none shown,yes,pdf;ocr_vision;web_scrape
THEcryptoCAP/The-Autonomous-Partner-Triage-Router,https://github.com/THEcryptoCAP/The-Autonomous-Partner-Triage-Router,0,0,,general,"A workflow automation that ""listens"" to a specific Slack channel, uses a lightweight LLM to parse the unstructured text into structured JSON (Issue Type, Hardware ID, Severity), and automatically logs",2026-05-06,2026-05-07,none shown,yes,
alihassan-coder/video-verification-pipeline,https://github.com/alihassan-coder/video-verification-pipeline,0,0,Python,general,"Automated pipeline that analyzes screen recordings to verify visited domain and certificate validity; OpenCV, Nanonets OCR, Groq LLM, FastAPI; parallel frame processing and structured JSON output.",2026-03-19,2026-03-19,none shown,yes,batch;ocr_vision;eval
jaganraajan/multi-format-document-parser,https://github.com/jaganraajan/multi-format-document-parser,0,0,Python,general,Hybrid multi‑format document parser: layout signatures + rules + selective LLM/Document Intelligence to produce normalized JSON with predictable cost.,2025-09-12,2025-09-14,none shown,yes,pdf;eval
AdamAdham/pdf-tables-extraction,https://github.com/AdamAdham/pdf-tables-extraction,0,0,Python,general,"An end-to-end, automated PDF-to-CSV processing system leveraging computer vision, OCR, and large language models (LLMs) for highly accurate tabular data extraction.",2026-01-15,2026-01-26,none shown,yes,batch;pdf;ocr_vision;eval
RoboNater/w528-pdf-extraction-toolkit,https://github.com/RoboNater/w528-pdf-extraction-toolkit,0,0,Python,general,"Extracts text, tables, and images from PDFs in an LLM-friendly JSON format",2026-07-15,2026-08-04,none shown,yes,pdf
ShipCreekGroup/email-parser,https://github.com/ShipCreekGroup/email-parser,0,0,Python,general,Streamlit app that parses unstructured emails into structured data,2025-07-17,2025-07-17,none shown,yes,
SarrahHarnesswala/email-parsing-agent,https://github.com/SarrahHarnesswala/email-parsing-agent,0,0,Python,general,"Local LLM-powered email parsing agent using Ollama and LangChain. Extracts structured information (sender, subject, intent, action items, urgency) from raw emails.",2026-04-27,2026-05-15,none shown,yes,batch;eval
rugved0102/Web-Scrapper-LLM,https://github.com/rugved0102/Web-Scrapper-LLM,0,0,TypeScript,general,"Web-Scrapper-LLM combines configurable web scraping with large language model processing to extract, clean, and summarize content from websites. Use it to collect structured data, generate concise sum",2025-11-20,2025-11-21,none shown,yes,batch;pdf;web_scrape
siddh-m/ai-web-scraper,https://github.com/siddh-m/ai-web-scraper,0,0,TypeScript,general,"LLM-powered web scraper using Claude to extract structured JSON from HTML against user-supplied JSON Schemas. Next.js 16, TypeScript, Prisma, Zod, Ajv, Tailwind, shadcn/ui.",2026-04-13,2026-04-13,none shown,yes,batch;web_scrape
vosevnikita-droid/playwright-llm-scraper,https://github.com/vosevnikita-droid/playwright-llm-scraper,0,0,Python,general,Playwright scraper with an LLM structuring layer (HTML to Pydantic to JSON),2026-05-29,2026-05-29,none shown,yes,web_scrape
aerofa45/ectf_doc_scraper_with_LLM,https://github.com/aerofa45/ectf_doc_scraper_with_LLM,0,0,Python,general,Domain-restricted web crawler with LLM-based semantic extraction pipeline for structured documentation mining.,2026-03-02,2026-03-02,none shown,yes,batch;web_scrape
adiavolo/RFP-Extractor,https://github.com/adiavolo/RFP-Extractor,0,0,HTML,general,"Automated RFP Information Extractor – A modular NLP + LLM pipeline that parses bid documents (PDF & HTML), retrieves context using OpenAI embeddings, and extracts structured fields into JSON with prec",2025-10-24,2025-10-25,none shown,yes,batch;pdf;ocr_vision;web_scrape;eval
adnantayba/cmi-ner-case-study,https://github.com/adnantayba/cmi-ner-case-study,0,0,Python,general,"Named Entity Recognition tailored for financial documents — from term sheets and swap confirmations to dealer chat logs. Adapts to document structure: no regex, just intelligent parsing, fine-tuned tr",2026-04-02,2026-04-03,none shown,yes,pdf
kritinkalani26/railparse,https://github.com/kritinkalani26/railparse,0,0,Python,general,"AI-powered Indian Railways maintenance log parser, which extracts structured data from PDFs using Claude/Ollama LLM and has a Streamlit dashboard for fleet analytics. This can be useful to the defense",2026-05-21,2026-05-21,none shown,yes,batch;pdf;ocr_vision;eval
BareBeaverBat/CSE5525_Structured_Data_Extraction,https://github.com/BareBeaverBat/CSE5525_Structured_Data_Extraction,0,0,Jupyter Notebook,general,Evaluating and improving smallish language models for the purpose of extracting data from short text passages according to a schema that's provided at inference time. Will contain data preparation/val,2024-10-31,2024-12-13,none shown,yes,pdf;eval
suraj1ly/llm-document-intelligence,https://github.com/suraj1ly/llm-document-intelligence,0,0,Python,general,"LLM-powered document intelligence system with RAG, semantic search, and structured extraction via interactive Streamlit dashboard.",2026-05-08,2026-05-09,none shown,yes,pdf
rohanbhaiya1705/Document-intelligence-pipeline-PDF-parsing-LLM-extraction-,https://github.com/rohanbhaiya1705/Document-intelligence-pipeline-PDF-parsing-LLM-extraction-,0,0,,general,"Document understanding, layout parsing, LLM-based extraction, structured output",2026-05-24,2026-05-24,none shown,yes,pdf
manziosee/document_intelligence,https://github.com/manziosee/document_intelligence,0,1,Python,general,"Document Intelligence is an Odoo 17 add‑on that automatically extracts structured data from any uploaded document (image, PDF, DOCX, TXT)",2026-04-26,2026-06-03,none shown,yes,pdf;ocr_vision
Eisha017/LLM-Information-Extraction,https://github.com/Eisha017/LLM-Information-Extraction,0,0,Python,general,Extract structured information from unstructured text using Prompt Engineering and Google's Gemini LLM.,2026-07-20,2026-07-20,none shown,yes,batch;pdf;ocr_vision;eval
will-me-me/LLM-Knowledge-Extractor,https://github.com/will-me-me/LLM-Knowledge-Extractor,0,0,Python,general,"A prototype application that uses Claude AI to extract summaries and structured data from text input. Built with FastAPI, PostgreSQL, Nuxt.js, and Vuetify.",2025-09-03,2025-09-03,none shown,yes,batch;pdf
ramiha97/student-teacher-llm,https://github.com/ramiha97/student-teacher-llm,0,0,Python,general,"A Python project for fine-tuning Microsoft's Phi-2 model to extract structured JSON data from unstructured text. It leverages OpenAI's GPT-4 to generate a training dataset, fine-tunes Phi-2 for struct",2025-08-05,2025-08-05,none shown,yes,batch
Dinesh-tech20/ai-movie-information-extractor,https://github.com/Dinesh-tech20/ai-movie-information-extractor,0,0,Python,general,AI Movie Information Extractor is a Streamlit-based web application that uses Large Language Models (LLMs) to extract structured movie metadata from unstructured text.  The system converts raw movie d,2026-03-04,2026-03-04,none shown,yes,
QSTS-Repo/LitLoom,https://github.com/QSTS-Repo/LitLoom,0,0,Python,general,"The LitLoom analyzer is an LLM-augmented pipeline for extracting, filtering, and analyzing or synthesizing structured data from unstructured text. Originally developed under the RePower-CEST project.",2024-10-10,2025-10-15,none shown,yes,pdf;web_scrape
MuzakkirHossainMinhaz/custom-ocr-engine,https://github.com/MuzakkirHossainMinhaz/custom-ocr-engine,0,0,Python,general,A FastAPI service that extracts text from images using Tesseract OCR (supporting Bengali and English) and optionally uses Groq LLM to structure the extracted data into specific fields.,2026-07-08,2026-07-08,none shown,yes,ocr_vision
Alfaz-Ahmad/PDF-Heading-Extraction,https://github.com/Alfaz-Ahmad/PDF-Heading-Extraction,0,0,Python,general,"This project parses PDF documents, extracts headings, and classifies the remaining text into structured data. The pipeline combines PDF parsing, heading extraction using NLP models, and text classific",2025-08-27,2025-12-10,none shown,yes,pdf;ocr_vision;eval
Rohitkushwaha79/SLM-complaint-information-extraction,https://github.com/Rohitkushwaha79/SLM-complaint-information-extraction,0,0,Jupyter Notebook,general,Small Language Model fine-tuned for semantic information extraction and text-to-JSON generation from customer complaints.,2026-08-04,2026-08-04,none shown,yes,batch
prasannavadhananpsg/ModelMix-Text-Generator,https://github.com/prasannavadhananpsg/ModelMix-Text-Generator,0,0,Python,general,"Python script that compares text generation across multiple language models. Accepts user input, generates responses using open-source and paid models, tests three temperature values, and saves all ou",2025-12-24,2025-12-24,none shown,yes,
alperenakksoy/bug_structure,https://github.com/alperenakksoy/bug_structure,0,0,Python,general,"Turns raw bug reports into structured data (severity, schema type, component, error signature) using a fine-tuned DistilBERT classifier + LLM extraction, with confidence-based human review triage.",2026-06-14,2026-07-20,none shown,yes,eval
KMK2808/Data_Extractor,https://github.com/KMK2808/Data_Extractor,0,0,HTML,general,Flask web app that uses an LLM to extract structured data from unstructured contract text.,2025-12-21,2025-12-21,none shown,yes,pdf
spinov001-art/llm-data-extraction,https://github.com/spinov001-art/llm-data-extraction,0,0,Python,general,"📊 Extract structured data from any website using LLMs. No selectors, no regex — just describe what you want. Python + Claude/GPT.",2026-03-24,2026-03-24,none shown,yes,batch;web_scrape
Tae5567/Billing-Contract-Parser,https://github.com/Tae5567/Billing-Contract-Parser,0,0,TypeScript,general,"A full-stack LLM-powered application that transforms unstructured B2B sales contracts (PDF/text) into structured billing configurations. Automatically extracts payment schedules, usage tiers, renewal ",2026-02-26,2026-02-27,none shown,yes,pdf
fatihsoysalcom/automated-github-issue-creation,https://github.com/fatihsoysalcom/automated-github-issue-creation,0,0,Python,general,This Python script demonstrates how to use an LLM to automatically generate structured GitHub issues from unstructured text. It parses feedback or bug reports and creates corresponding issues in a spe,2026-05-17,2026-05-17,none shown,yes,
smruthibt/ocr-table-pipeline,https://github.com/smruthibt/ocr-table-pipeline,0,0,Python,general,"A PDF table extraction pipeline that uses OpenCV-based page classification to route each page to either a grid-line detector or a recursive OCR extractor (Tesseract + img2table), outputting structured",2026-03-23,2026-04-09,none shown,yes,pdf;ocr_vision
ZeusEm/LLM_Preprocessor,https://github.com/ZeusEm/LLM_Preprocessor,0,0,Python,general,"LLM_Preprocessor automates large-scale document cleanup for LLM pipelines. It classifies files, extracts text, runs Tesseract OCR, handles scanned documents, and organizes outputs into structured fold",2025-11-14,2025-11-14,none shown,yes,batch;pdf;ocr_vision
RyanB80097/Legal-txt-cleaning,https://github.com/RyanB80097/Legal-txt-cleaning,0,0,Python,general,"A script for regex-based denoising of raw text from TXT and Word documents (typically noisy OCR output), followed by LLM-enabled entity extraction and conversion into structured JSON format.",2026-02-03,2026-02-03,none shown,yes,ocr_vision
Tars2927/The-Agi-Assistant-,https://github.com/Tars2927/The-Agi-Assistant-,0,0,,general,"A local-first AI assistant that observes and understands user workflows. It uses hotkeys to capture screen text (OCR) and audio (Vosk), feeding this context to a local LLM (Ollama). The assistant outp",2025-11-01,2025-11-01,none shown,yes,ocr_vision
poyunK/Codex-Vision-SVG-Skill,https://github.com/poyunK/Codex-Vision-SVG-Skill,0,0,Python,general,"Codex-format vision skills (turbo default + pro_max enhanced) that give text-only LLMs ""sight"": 1–2 VLM calls plus local OCR, color-palette and woodcut-SVG augmentation, outputting structured JSON wit",2026-08-10,2026-08-10,none shown,yes,ocr_vision
Navs1122/Context-Preserving-Document-Layout-Extraction-for-LLM-Consumption,https://github.com/Navs1122/Context-Preserving-Document-Layout-Extraction-for-LLM-Consumption,0,1,Jupyter Notebook,general,Context-aware document parser using Streamlit and PaddleOCR to extract tables and paragraphs from PDFs and images. Utilized PPStructureV3 for layout analysis and BeautifulSoup for HTML-based table par,2025-08-31,2026-03-24,none shown,yes,batch;pdf;ocr_vision;web_scrape;eval
nitheesh6901/Table-Extraction-and-RAG-with-Gemini-2.5-Pro,https://github.com/nitheesh6901/Table-Extraction-and-RAG-with-Gemini-2.5-Pro,0,0,Jupyter Notebook,general,This project demonstrates an AI-powered Retrieval-Augmented Generation (RAG) system that combines table extraction from PDFs with Google’s Gemini 2.5-Pro LLM to provide intelligent and context-aware r,2025-11-08,2025-11-08,none shown,yes,
DewmikaSenarathna/Document-Processing-Pipeline,https://github.com/DewmikaSenarathna/Document-Processing-Pipeline,0,0,Python,general,"A production ready Python document processing pipeline for AI, RAG and LLM applications. Supports PDF extraction, OCR, text cleaning, metadata extraction, section detection, table extraction, validati",2026-07-24,2026-07-31,none shown,yes,pdf;ocr_vision
78himanshu/LocalDocForge,https://github.com/78himanshu/LocalDocForge,0,0,Python,general,Local LLM document extraction pipeline using an OpenAI-compatible inference server to convert I/B/E/S PDF tables into structured CSV outputs.,2026-05-31,2026-05-31,none shown,yes,pdf;eval
Thewildweb/ODC-document-processing,https://github.com/Thewildweb/ODC-document-processing,0,0,Python,general,"PDF document processing pipeline for Dutch government documents (subsidies, jaarstukken, aanbestedingen). Text extraction, table detection, LLM analysis with qwen3:8b. Metadata-driven processing with ",2026-02-07,2026-02-07,none shown,yes,pdf
tirth1263/Gemma-3-Document-OCR,https://github.com/tirth1263/Gemma-3-Document-OCR,0,0,Python,general,"Turn any PDF, scan, or photo into clean structured Markdown with Google's Gemma 3 27B vision model on Nebius Token Factory. Streaming Streamlit OCR app with real table extraction.",2026-08-04,2026-08-04,none shown,yes,batch;pdf;ocr_vision
kashish0102/INSURANCE-DISPUTE-ANALYZER-FEDERAL-IDR-PROCESS,https://github.com/kashish0102/INSURANCE-DISPUTE-ANALYZER-FEDERAL-IDR-PROCESS,0,0,Python,general,"Built an end-to-end AI document analysis system using OCR (PaddleOCR/Tesseract), OpenCV table extraction, and a Gemma LLM pipeline to parse insurance PDFs, extract denial reasons, and retrieve structu",2026-02-20,2026-02-20,none shown,yes,pdf;ocr_vision
glycitein/food-safety-revolution,https://github.com/glycitein/food-safety-revolution,0,0,,general,"Experimental LLM-powered OCR for parsing unstructured Certificates of Analysis (COAs) in food safety  A proof-of-concept pipeline to extract structured data (hazard levels, critical limits, test resul",2025-07-11,2025-07-11,none shown,yes,ocr_vision;eval
sunsbee-dev/cleanmail,https://github.com/sunsbee-dev/cleanmail,0,0,Python,general,Parse Outlook .msg email threads into structured JSON for LLM processing,2026-05-08,2026-05-08,none shown,yes,web_scrape
Sebastiano0248/concert-booking-email-automation,https://github.com/Sebastiano0248/concert-booking-email-automation,0,0,Jupyter Notebook,general,PoC comparing LLM-based approaches (autonomous agent with tool calling vs. LLM parser + deterministic flow) for automating concert booking email triage — extracting structured event data and checking ,2026-04-18,2026-04-29,none shown,yes,
rahulrex10/Financial-Data-Extraction-LLM,https://github.com/rahulrex10/Financial-Data-Extraction-LLM,0,0,Python,general,Financial Data Extraction Using Open-Source LLMs Overview This project demonstrates an approach to extract key financial entities from PDF reports. The goal is to capture important details such as:  C,2025-02-14,2025-02-14,none shown,yes,pdf
barisaliskan/dynamic-news-web-scraping-with-llm-n8n,https://github.com/barisaliskan/dynamic-news-web-scraping-with-llm-n8n,0,0,,general,"AI-driven regulatory tracking automation using n8n, OpenAI (GPT-4), and Mistral AI. Features dynamic web scraping with Puppeteer/Firecrawl, automated OCR for PDF analysis, and structured data storage ",2026-03-06,2026-03-06,none shown,yes,pdf;ocr_vision;web_scrape
alzox/html2ai2json,https://github.com/alzox/html2ai2json,0,0,Jupyter Notebook,general,converts html to json with an llm in between,2024-03-31,2025-09-16,none shown,yes,web_scrape
milkycloud-dev/telegram-exported-chat-to-llm,https://github.com/milkycloud-dev/telegram-exported-chat-to-llm,0,0,Python,general,Convert Telegram (JSON) and Discord (HTML) chat exports into formatted .docx files optimized for LLM ingestion.,2026-06-16,2026-06-16,none shown,yes,web_scrape
tungbt94/xlsx-to-LLM,https://github.com/tungbt94/xlsx-to-LLM,0,0,HTML,general,"Browser-based XLSX/XLS/CSV to Markdown & JSON converter. Single HTML file, no server, no upload — built for feeding spreadsheets into LLM playgrounds.",2026-04-09,2026-04-09,none shown,yes,
ban10yuu/site-to-ai-markdown,https://github.com/ban10yuu/site-to-ai-markdown,0,0,JavaScript,general,Turn a URL or HTML file into clean Markdown and JSON for LLM workflows. No scraper account.,2026-06-19,2026-06-26,none shown,yes,web_scrape
andorthehood/jest-ai-friendly-reporter,https://github.com/andorthehood/jest-ai-friendly-reporter,0,0,JavaScript,general,"Minimal, function‑scoped coverage reporter that speaks JSON so your LLM agents don’t have to parse ASCII tables and HTML reports.",2025-06-16,2025-06-23,none shown,yes,
noodlebindev/marker-pdf,https://github.com/noodlebindev/marker-pdf,0,0,Python,general,"Claude Code skill: drive the marker CLI to convert PDFs (and images, docx, pptx) to clean Markdown/JSON/HTML/chunks, with OCR and LLM-assisted passes.",2026-06-23,2026-06-23,none shown,yes,batch;pdf;ocr_vision;eval
wjddusrb03/docforge,https://github.com/wjddusrb03/docforge,0,0,Python,general,"Smart Document Conversion for the AI Era - CPU-only, fast, with confidence scoring. Converts PDF, DOCX, PPTX, HTML, EPUB to Markdown, JSON, HTML, Text.",2026-03-29,2026-03-29,none shown,yes,batch;pdf;ocr_vision;web_scrape;eval
yashsri0786/markitdown,https://github.com/yashsri0786/markitdown,0,0,JavaScript,general,"This will convert PDF, DOCX, PPTX, XLSX, CSV, HTML, EPUB, JSON, XML, TXT and upto 50 of them to an easy to consume Markdown format file for LLM's to consume.",2026-07-01,2026-07-01,none shown,yes,batch;pdf
HyegoJarllys/ai-document-extraction-pipeline,https://github.com/HyegoJarllys/ai-document-extraction-pipeline,0,0,Python,general,"End-to-end pipeline combining web crawling, PDF extraction and LLM-based structuring — turns unstructured documents into validated JSON.",2026-03-21,2026-06-12,none shown,yes,pdf;ocr_vision;web_scrape
Rijwan123/Scrapping-Summarization,https://github.com/Rijwan123/Scrapping-Summarization,0,0,Python,general,"Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. End-to-end web scraping and summarization system built with Crawl AI. Automates data extraction, cleaning, and text summarization using AI-dri",2025-10-23,2025-10-26,none shown,yes,web_scrape
Rayirth27/log-parser-security,https://github.com/Rayirth27/log-parser-security,0,0,Python,general,"A CLI security tool that parses Apache access logs, extracts Indicators of Compromise (IoCs), flags brute force patterns, and outputs a structured threat report.  Built with modular Python and fully t",2026-06-12,2026-07-26,none shown,yes,web_scrape
